"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","357","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","364","test_checkout_summary_math_is_correct[webkit]","ui.tests","2026-06-08","passed","2026-06-08","","test_checkout","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","294","test_valid_user_types_reach_inventory[chromium-problem_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"N3: SauceDemo validates required fields one at a time, in order.","308","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.
    ","41","test_inventory_sorted_by_price[chromium-low_to_high]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","376","test_valid_user_types_reach_inventory[webkit-visual_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","688","test_valid_user_types_reach_inventory[firefox-problem_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","19","test_get_nonexistent_pet_returns_404","api.tests","2026-06-08","passed","2026-06-08","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","318","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","170","test_continue_shopping_returns_to_inventory_preserving_cart[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_cart","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","475","test_checkout_summary_math_is_correct[firefox]","ui.tests","2026-06-08","passed","2026-06-08","","test_checkout","",""
"S2: adding one product makes the cart badge show 1.","39","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_cart","",""
"R2: selecting a name sort reorders products alphabetically.","40","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","50","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","61","test_inventory_sorted_by_name[webkit-z_to_a]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","796","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-06-08","passed","2026-06-08","","test_cart","",""
"S4: hamburger menu → Logout → user lands back on login page.","1251","test_logout_returns_to_login_page[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"A5: GET /pet/findByStatus?status=available returns available pets.","11","test_find_by_status_available_returns_available_pets","api.tests","2026-06-08","passed","2026-06-08","","test_pet_api","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","291","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-06-08","passed","2026-06-08","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","387","test_valid_user_types_reach_inventory[webkit-problem_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","43","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","61","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5298","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","314","test_valid_user_types_reach_inventory[chromium-visual_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"S3: complete a purchase from inventory through order confirmation.","291","test_full_checkout_happy_path[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_e2e","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","260","test_checkout_summary_math_is_correct[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_checkout","",""
"R2: selecting a name sort reorders products alphabetically.","69","test_inventory_sorted_by_name[firefox-a_to_z]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"N1: submitting empty form → 'Username is required' error banner.","449","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5391","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"A1: POST /pet returns 200 and the response echoes id, name, status.","92","test_create_pet_returns_200_and_echoes_body","api.tests","2026-06-08","passed","2026-06-08","","test_pet_api","",""
"A2: GET /pet/{id} returns the pet created by the fixture.","5","test_get_returns_the_created_pet","api.tests","2026-06-08","passed","2026-06-08","","test_pet_api","",""
